,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
279,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,"El taxi es un sector público imprescindible y estratégico que siempre ha estado ahí. 
Tras años de trabajo hoy firmamos un convenio para seguir mejorando sus condiciones en nuestro compromiso con que la ciudadanía pueda acceder a servicios públicos de calidad.","el taxi es un sector pblico imprescindible y estratgico que siempre ha estado ah 
tras aos de trabajo hoy firmamos un convenio para seguir mejorando sus condiciones en nuestro compromiso con que la ciudadana pueda acceder a servicios pblicos de calidad",Positive,1,0.050720125,0.100762896,0.84851694,False,True,False,False,13700,63,0.0045985401459854,54,0.003941605839416,132,0.0096350364963503,615171,0.1835,27,41,taxi sector pblico imprescindible estratgico siempre ah tras aos trabajo hoy firmamos convenio seguir mejorando condiciones compromiso ciudadana pueda acceder servicios pblicos calidad
280,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-24,"Este jueves en Alcorcón, junto a 
@TrinidadCast_mm
 y muchas más, para celebrar que lo próximo está a la vuelta de la esquina 💚 ¡Te esperamos!","este jueves en alcorcn junto a 

 y muchas ms para celebrar que lo prximo est a la vuelta de la esquina  te esperamos",Positive,1,0.006975277,0.032678366,0.96034634,False,True,False,False,5576,18,0.0032281205164992,20,0.003586800573888,50,0.0089670014347202,615171,0.1835,27,25,jueves alcorcn junto muchas ms celebrar prximo est vuelta esquina esperamos
281,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"“No quiero dar por perdida nuestra sanidad, nuestra economía, nuestra educación. Merecemos una alternativa: Más Madrid para acabar con 28 años del PP”

No damos Madrid por perdida. Con 1 millón de votos, Ayuso hace las maletas.

#MónicaPresidenta #DebateMadridRTVE","no quiero dar por perdida nuestra sanidad nuestra economa nuestra educacin merecemos una alternativa ms madrid para acabar con 28 aos del pp

no damos madrid por perdida con 1 milln de votos ayuso hace las maletas

mnicapresidenta debatemadridrtve",Negative,-1,0.89975536,0.045990277,0.054254428,False,True,False,True,17900,155,0.0086592178770949,118,0.0065921787709497,270,0.0150837988826815,615171,0.1835,27,39,quiero dar perdida sanidad economa educacin merecemos alternativa ms madrid acabar 28 aos pp damos madrid perdida 1 milln votos ayuso hace maletas mnicapresidenta debatemadridrtve
282,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Buenos días, el metro es un servicio público fundamental y una seña de identidad de Madrid. Proponemos que la línea 2 se amplíe hasta El Cañaveral y que la 10 se alargue por Alcorcón y llegue a Móstoles.

-Y arreglar la sanidad pública -","buenos das el metro es un servicio pblico fundamental y una sea de identidad de madrid proponemos que la lnea 2 se ample hasta el caaveral y que la 10 se alargue por alcorcn y llegue a mstoles

y arreglar la sanidad pblica ",Positive,1,0.11632988,0.15575401,0.72791606,False,False,False,False,27700,176,0.0063537906137184,60,0.0021660649819494,244,0.0088086642599277,615171,0.1835,27,44,buenos das metro servicio pblico fundamental identidad madrid proponemos lnea 2 ample caaveral 10 alargue alcorcn llegue mstoles arreglar sanidad pblica
283,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Último debate de esta campaña, sin que Ayuso haya querido dar la cara y hablar de Madrid.

Gracias 
@rtve
 por este espacio para contar las propuestas que van a lograr que lo próximo llegue a Madrid en apenas unos días. Somos la única alternativa al gobierno del PP.","ltimo debate de esta campaa sin que ayuso haya querido dar la cara y hablar de madrid

gracias 

 por este espacio para contar las propuestas que van a lograr que lo prximo llegue a madrid en apenas unos das somos la nica alternativa al gobierno del pp",Positive,1,0.15526058,0.090757765,0.75398165,False,True,False,False,17900,175,0.0097765363128491,58,0.0032402234636871,191,0.0106703910614525,615171,0.1835,27,48,ltimo debate campaa ayuso querido dar cara hablar madrid gracias espacio contar propuestas van lograr prximo llegue madrid apenas das nica alternativa gobierno pp
284,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Hemos pasado la mañana tomando algo con las vecinas y vecinos de Leganés, charlando con comerciantes y trabajadores de lo que esperan de Madrid este 28M. Frente al abandono del PP, nuestras políticas para poner el Sur en el centro.",hemos pasado la maana tomando algo con las vecinas y vecinos de legans charlando con comerciantes y trabajadores de lo que esperan de madrid este 28m frente al abandono del pp nuestras polticas para poner el sur en el centro,Negative,-1,0.4361958,0.36649224,0.19731201,False,True,False,False,7780,52,0.0066838046272493,33,0.0042416452442159,123,0.0158097686375321,615171,0.1835,27,40,pasado maana tomando vecinas vecinos legans charlando comerciantes trabajadores esperan madrid 28m frente abandono pp polticas poner sur centro
285,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Así ha amanecido la placa de La Veneno otra vez hoy, forrada de arriba a abajo con la cara del dictador y genocida Franco. La España donde día si y el otro también nos señalan con el dedo, la que en el último año aumentaron más de un 67% las agresiones LGTBIfóbicas y en especial las transfobicas, el odio no se vocifera solo en los estadios también lo hacen líderes políticos de la extrema derecha desde altavoces públicos y canales oficiales. Día a día hacia noches de cristales rotos, paremos el odio, paremos la LGTBIfóbia 🙌🏳️‍⚧️🏳️‍🌈",as ha amanecido la placa de la veneno otra vez hoy forrada de arriba a abajo con la cara del dictador y genocida franco la espaa donde da si y el otro tambin nos sealan con el dedo la que en el ltimo ao aumentaron ms de un 67 las agresiones lgtbifbicas y en especial las transfobicas el odio no se vocifera solo en los estadios tambin lo hacen lderes polticos de la extrema derecha desde altavoces pblicos y canales oficiales da a da hacia noches de cristales rotos paremos el odio paremos la lgtbifbia ,Negative,-1,0.9150568,0.042808592,0.042134546,False,True,False,True,289500,13,4.4905008635578585e-05,992,0.0034265975820379,1940,0.0067012089810017,615171,0.1835,27,96,as amanecido placa veneno vez hoy forrada arriba abajo cara dictador genocida franco espaa da si tambin sealan dedo ltimo ao aumentaron ms 67 agresiones lgtbifbicas especial transfobicas odio vocifera solo estadios tambin hacen lderes polticos extrema derecha altavoces pblicos canales oficiales da da hacia noches cristales rotos paremos odio paremos lgtbifbia
286,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,En Alcorcón se respira orgullo madrileño. Nuestro trabajo y nuestra campaña son de Madrid y por Madrid porque no la damos por perdida. Vamos a dar la sorpresa.,en alcorcn se respira orgullo madrileo nuestro trabajo y nuestra campaa son de madrid y por madrid porque no la damos por perdida vamos a dar la sorpresa,Positive,1,0.38279215,0.13444398,0.48276392,False,True,False,False,7906,22,0.0027826966860612,48,0.0060713382241335,132,0.0166961801163673,615171,0.1835,27,28,alcorcn respira orgullo madrileo trabajo campaa madrid madrid damos perdida vamos dar sorpresa
287,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,Este 28M vota Más Madrid 💚,este 28m vota ms madrid ,Positive,1,0.024862887,0.026444823,0.9486923,False,True,False,False,62700,518,0.0082615629984051,158,0.0025199362041467,542,0.0086443381180223,615171,0.1835,27,6,28m vota ms madrid
288,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Buenos días, Ayuso quiere cerrar la línea 1 de metro en Vallecas sin haber asegurado transporte a más de 350.000 personas. Paralizaremos este cierre hasta que no se garantice la movilidad de los vallecanos y vallecanas.

-Y arreglar la sanidad pública-","buenos das ayuso quiere cerrar la lnea 1 de metro en vallecas sin haber asegurado transporte a ms de 350000 personas paralizaremos este cierre hasta que no se garantice la movilidad de los vallecanos y vallecanas

y arreglar la sanidad pblica",Negative,-1,0.92279726,0.04914557,0.028057124,False,False,False,False,62700,431,0.0068740031897926,233,0.0037161084529505,613,0.0097767145135566,615171,0.1835,27,41,buenos das ayuso quiere cerrar lnea 1 metro vallecas haber asegurado transporte ms 350000 personas paralizaremos cierre garantice movilidad vallecanos vallecanas arreglar sanidad pblica
289,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,Un día más de huelga en sanidad y educación en la Comunidad de Madrid por el desaguace al que el gobierno de Ayuso somete a nuestros servicios públicos fundamentales. Todo nuestro apoyo a las y los profesionales que luchan cada día por defendernos a todas.,un da ms de huelga en sanidad y educacin en la comunidad de madrid por el desaguace al que el gobierno de ayuso somete a nuestros servicios pblicos fundamentales todo nuestro apoyo a las y los profesionales que luchan cada da por defendernos a todas,Positive,1,0.13947302,0.07294011,0.78758687,False,False,False,False,14200,169,0.0119014084507042,79,0.0055633802816901,192,0.0135211267605633,615171,0.1835,27,45,da ms huelga sanidad educacin comunidad madrid desaguace gobierno ayuso somete servicios pblicos fundamentales apoyo profesionales luchan cada da defendernos todas
290,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Somos la alternativa a 28 años de un Partido Popular que ha acabado con las expectativas, sueños y perspectivas de Madrid. Este 28M vamos a dar la sorpresa.

Os dejo mi entrevista en 
@infobae
 :","somos la alternativa a 28 aos de un partido popular que ha acabado con las expectativas sueos y perspectivas de madrid este 28m vamos a dar la sorpresa

os dejo mi entrevista en 

 ",Positive,1,0.30493048,0.18630868,0.5087608,False,True,True,False,6601,82,0.0124223602484472,43,0.0065141645205271,101,0.0153007120133313,615171,0.1835,27,35,alternativa 28 aos partido popular acabado expectativas sueos perspectivas madrid 28m vamos dar sorpresa dejo entrevista
291,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,Dos días.,dos das,Neutral,0,0.37370703,0.4670051,0.15928784,False,True,False,True,4162,4,0.0009610764055742,24,0.0057664584334454,44,0.0105718404613166,615171,0.1835,27,2,dos das
292,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Creemos en un futuro más amplio, diáfano, sostenible y luminoso para Madrid. Somos la casa común de todas las personas que hablan por Madrid y desde Madrid.

Escribo junto a 
@javierpadillab
 en 
@publico_es
:","creemos en un futuro ms amplio difano sostenible y luminoso para madrid somos la casa comn de todas las personas que hablan por madrid y desde madrid

escribo junto a 

 en 

",Positive,1,0.023318911,0.05304467,0.9236364,False,True,True,False,6489,22,0.003390352904916,44,0.006780705809832,92,0.0141778394205578,615171,0.1835,27,34,creemos futuro ms amplio difano sostenible luminoso madrid casa comn todas personas hablan madrid madrid escribo junto
293,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"ENTREVISTA con 
@Monica_Garcia_G
 candidata de 
@MasMadrid__
 ante el 28-M

«Ayuso ha basado su figura en la crispación, la descalificación y el insulto, prácticamente ha insultado a todo Madrid: sanitarios, feministas, taxistas…»

✍️
@jl_espi","entrevista con 

 candidata de 

 ante el 28m

ayuso ha basado su figura en la crispacin la descalificacin y el insulto prcticamente ha insultado a todo madrid sanitarios feministas taxistas


",Negative,-1,0.84855604,0.098921925,0.052521963,False,True,False,True,4465,2,0.0004479283314669,22,0.0049272116461366,40,0.0089585666293393,615171,0.1835,27,33,entrevista candidata 28m ayuso basado figura crispacin descalificacin insulto prcticamente insultado madrid sanitarios feministas taxistas
294,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Hoy los y las docentes
 madrileños están en huelga por una educación  pública de calidad.

Y el domingo nos toca a todas defenderla en las urnas 💚","hoy los y las docentes
 madrileos estn en huelga por una educacin  pblica de calidad

y el domingo nos toca a todas defenderla en las urnas ",Positive,1,0.045171108,0.07759142,0.8772375,False,True,False,True,5804,8,0.0013783597518952,100,0.0172294968986905,156,0.0268780151619572,615171,0.1835,27,27,hoy docentes madrileos estn huelga educacin pblica calidad domingo toca todas defenderla urnas
295,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Visitamos a la plantilla de la EMT en sus instalaciones. Madrid necesita un transporte público de calidad como pilar fundamental que estructure la movildiad. Más líneas de autobuses, un bicimad regional y la paralización del cierre de la L1 son imprescindibles para lograrlo.",visitamos a la plantilla de la emt en sus instalaciones madrid necesita un transporte pblico de calidad como pilar fundamental que estructure la movildiad ms lneas de autobuses un bicimad regional y la paralizacin del cierre de la l1 son imprescindibles para lograrlo,Positive,1,0.14568315,0.13483772,0.71947914,False,True,False,False,7965,38,0.0047708725674827,33,0.0041431261770244,89,0.0111738857501569,615171,0.1835,27,43,visitamos plantilla emt instalaciones madrid necesita transporte pblico calidad pilar fundamental estructure movildiad ms lneas autobuses bicimad regional paralizacin cierre l1 imprescindibles lograrlo
296,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"No damos Madrid por perdida. Vamos a dar la sorpresa.

#VotaMásMadrid28M","no damos madrid por perdida vamos a dar la sorpresa

votamsmadrid28m",Negative,-1,0.44354957,0.15229987,0.40415055,False,True,False,False,30500,334,0.0109508196721311,152,0.004983606557377,427,0.014,615171,0.1835,27,11,damos madrid perdida vamos dar sorpresa votamsmadrid28m
297,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"GRACIAS DE CORAZÓN ♥️

Iniciamos este camino hace cuatro años para hacer el mejor Madrid que podamos imaginar.

Y ya lo estamos rozando con la punta de los dedos.

#VotaMásMadrid28M","gracias de corazn 

iniciamos este camino hace cuatro aos para hacer el mejor madrid que podamos imaginar

y ya lo estamos rozando con la punta de los dedos

votamsmadrid28m",Positive,1,0.014101504,0.018127073,0.9677714,False,True,False,True,8879,29,0.0032661335736006,72,0.0081090212861808,152,0.0171190449374929,615171,0.1835,27,30,gracias corazn iniciamos camino hace cuatro aos hacer mejor madrid podamos imaginar rozando punta dedos votamsmadrid28m
298,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Gracias por hacer posible la campaña más madrileña de todas. Vamos a conseguirlo, desde Madrid, por Madrid y para Madrid.",gracias por hacer posible la campaa ms madrilea de todas vamos a conseguirlo desde madrid por madrid y para madrid,Positive,1,0.0069531673,0.009779855,0.983267,False,True,False,False,15300,99,0.0064705882352941,74,0.0048366013071895,221,0.0144444444444444,615171,0.1835,27,20,gracias hacer posible campaa ms madrilea todas vamos conseguirlo madrid madrid madrid
299,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"GRACIAS a todos los militantes que han levantado a pulso esta campaña electoral.

Tenemos la mejor militancia de la Comunidad de Madrid.

¡Vivan los barrios y municipios madrileños!

#VotaMásMadrid28M","gracias a todos los militantes que han levantado a pulso esta campaa electoral

tenemos la mejor militancia de la comunidad de madrid

vivan los barrios y municipios madrileos

votamsmadrid28m",Positive,1,0.017102422,0.0166665,0.9662311,False,True,False,True,12000,25,0.0020833333333333,44,0.0036666666666666,143,0.0119166666666666,615171,0.1835,27,29,gracias militantes levantado pulso campaa electoral mejor militancia comunidad madrid vivan barrios municipios madrileos votamsmadrid28m
